Columna1,Fecha venta,ID_producto,ID_Zona,Venta,ID_Vendedor,ID_Cliente
1278,"2017-03-30",6,1,1040028,5,2
1279,"2017-03-30",4,1,804884,20,10
1280,"2017-03-31",5,1,1938000,12,2
1281,"2017-04-01",6,2,1004608,14,5
1282,"2017-04-01",4,3,520914,34,2
1283,"2017-04-01",2,2,812660,2,4
1284,"2017-04-02",4,3,400875,18,7
1285,"2017-04-02",6,2,682344,45,6
1286,"2017-04-02",1,2,2872287,14,6
1287,"2017-04-02",4,4,1612334,11,4
1288,"2017-04-02",4,3,2413648,8,8
1289,"2017-04-02",7,3,1857807,34,5
1290,"2017-04-02",4,1,1560125,9,6
1291,"2017-04-03",5,3,1273320,9,10
1292,"2017-04-03",5,1,1566720,46,10
1293,"2017-04-03",5,3,1806650,31,3
1294,"2017-04-04",2,4,480318,23,6
1295,"2017-04-04",3,2,899228,40,7
1296,"2017-04-04",3,1,716272,6,6
1297,"2017-04-04",5,2,1751450,41,6
1298,"2017-04-05",5,4,1179488,13,3
1299,"2017-04-06",2,2,1702590,31,3
1300,"2017-04-06",4,4,309702,25,2
1301,"2017-04-07",4,3,2531334,5,3
1302,"2017-04-08",7,2,2371392,4,9
1303,"2017-04-08",4,3,657020,35,6
1304,"2017-04-10",5,3,627300,29,4
1305,"2017-04-11",3,3,778141,37,10
1306,"2017-04-11",7,4,2229812,27,8
1307,"2017-04-12",5,2,2589312,28,10
1308,"2017-04-12",1,1,1004707,18,9
1309,"2017-04-12",1,1,574200,9,8
1310,"2017-04-12",7,1,1517628,6,1
1311,"2017-04-12",7,2,1059680,2,3
1312,"2017-04-13",3,2,1523880,31,6
1313,"2017-04-13",6,1,921195,49,4
1314,"2017-04-14",2,3,1205864,36,5
1315,"2017-04-14",1,1,1035416,42,1
1316,"2017-04-14",6,4,1795819,40,4
1317,"2017-04-14",3,3,375999,23,1
1318,"2017-04-14",4,3,1543850,12,7
1319,"2017-04-15",4,1,1727588,14,10
1320,"2017-04-15",6,2,841484,18,9
1321,"2017-04-15",2,2,2478566,32,2
1322,"2017-04-15",2,1,2396835,5,9
1323,"2017-04-16",6,1,431760,22,5
1324,"2017-04-16",3,2,454416,39,4
1325,"2017-04-16",6,4,563122,47,8
1326,"2017-04-16",5,4,651472,49,10
1327,"2017-04-16",5,4,281521,6,5
1328,"2017-04-17",1,4,2306031,42,1
1329,"2017-04-17",3,2,1367366,20,8
1330,"2017-04-17",4,1,2094795,34,3
1331,"2017-04-18",6,3,1435632,16,1
1332,"2017-04-18",1,3,1619122,24,7
1333,"2017-04-18",5,3,287952,26,5
1334,"2017-04-18",4,1,705628,1,9
1335,"2017-04-19",2,3,954930,35,3
1336,"2017-04-19",5,3,2583126,35,6
1337,"2017-04-20",2,2,493971,35,8
1338,"2017-04-21",3,2,163920,20,8
1339,"2017-04-21",3,3,716793,3,4
1340,"2017-04-21",3,3,1033548,8,9
1341,"2017-04-22",2,2,1007688,24,3
1342,"2017-04-22",1,4,1698664,3,9
1343,"2017-04-22",4,4,2292149,32,7
1344,"2017-04-22",1,3,1500240,47,5
1345,"2017-04-22",4,1,370158,49,6
1346,"2017-04-22",2,4,333650,33,5
1347,"2017-04-23",2,4,950015,24,4
1348,"2017-04-23",4,1,1850004,45,4
1349,"2017-04-23",4,4,892704,22,7
1350,"2017-04-23",4,2,425712,20,1
1351,"2017-04-23",6,3,505040,21,1
1352,"2017-04-24",6,2,1064637,28,6
1353,"2017-04-24",5,4,1702501,44,9
1354,"2017-04-25",5,4,2418064,1,3
1355,"2017-04-25",6,3,886222,32,1
1356,"2017-04-25",4,4,1421308,36,8
1357,"2017-04-25",2,1,1827420,21,2
1358,"2017-04-26",2,3,2474494,39,1
1359,"2017-04-26",1,3,1059328,8,6
1360,"2017-04-26",1,3,1201480,35,4
1361,"2017-04-27",2,3,1179612,23,4
1362,"2017-04-27",3,3,1441188,43,4
1363,"2017-04-27",4,2,729579,31,2
1364,"2017-04-28",5,1,783510,19,2
1365,"2017-04-28",4,2,350155,22,2
1366,"2017-04-28",4,3,850720,16,10
1367,"2017-04-29",4,2,567486,6,5
1368,"2017-04-29",3,3,183105,19,4
1369,"2017-04-29",1,1,976384,32,7
1370,"2017-04-29",3,1,1270800,2,10
1371,"2017-04-30",4,4,406252,3,9
1372,"2017-05-01",5,4,2633774,44,5
1373,"2017-05-01",4,1,2211328,10,9
1374,"2017-05-01",2,4,1287210,23,4
1375,"2017-05-01",4,2,1363950,31,7
1376,"2017-05-01",4,1,609128,45,9
1377,"2017-05-02",5,3,832000,17,2
1378,"2017-05-02",3,3,1543428,41,6
1379,"2017-05-03",1,4,1013523,43,5
1380,"2017-05-03",5,2,958464,30,5
1381,"2017-05-03",4,1,902212,3,4
1382,"2017-05-03",1,3,1352096,21,6
1383,"2017-05-03",5,2,814793,30,3
1384,"2017-05-04",3,1,634583,42,6
1385,"2017-05-05",1,4,2066064,14,2
1386,"2017-05-05",4,4,1244600,41,4
1387,"2017-05-05",3,1,843180,18,4
1388,"2017-05-05",4,2,2288520,24,5
1389,"2017-05-05",1,2,1892772,43,9
1390,"2017-05-06",3,1,924741,30,3
1391,"2017-05-06",5,2,804640,16,4
1392,"2017-05-06",4,2,1046925,24,9
1393,"2017-05-06",3,3,305756,15,3
1394,"2017-05-06",4,4,2011934,49,8
1395,"2017-05-07",2,2,1923264,19,3
1396,"2017-05-07",5,1,1177052,26,5
1397,"2017-05-07",2,1,1623217,36,1
1398,"2017-05-07",3,4,899014,45,10
1399,"2017-05-08",3,2,804768,31,7
1400,"2017-05-10",4,1,1670100,26,2
1401,"2017-05-10",4,4,2349200,1,8
1402,"2017-05-10",5,3,1133050,1,1
1403,"2017-05-11",4,2,2417572,29,2
1404,"2017-05-12",2,4,1453428,46,7
1405,"2017-05-12",1,2,493166,15,9
1406,"2017-05-12",1,4,1531222,3,10
1407,"2017-05-13",3,3,1864000,20,4
1408,"2017-05-13",1,4,1384355,42,8
1409,"2017-05-13",5,1,1733696,31,2
1410,"2017-05-15",3,3,662000,34,7
1411,"2017-05-15",6,3,999481,26,6
1412,"2017-05-15",5,2,2120067,15,4
1413,"2017-05-15",3,4,742848,13,6
1414,"2017-05-18",6,3,1206766,18,5
1415,"2017-05-18",4,4,896969,23,9
1416,"2017-05-18",4,4,834394,37,5
1417,"2017-05-18",6,3,1137866,5,1
1418,"2017-05-18",6,3,520521,4,8
1419,"2017-05-18",5,4,1300276,42,1
1420,"2017-05-18",3,3,1040871,45,5
1421,"2017-05-19",5,4,1584856,16,8
1422,"2017-05-19",1,2,1132230,26,6
1423,"2017-05-20",1,3,1240400,20,2
1424,"2017-05-20",2,4,1583785,38,9
1425,"2017-05-20",1,4,516159,34,10
1426,"2017-05-21",4,3,467410,10,8
1427,"2017-05-21",1,2,2228439,45,1
1428,"2017-05-21",4,3,1539135,12,9
1429,"2017-05-22",2,1,1046800,24,4
1430,"2017-05-22",5,1,416430,13,7
1431,"2017-05-22",6,4,1792128,26,4
1432,"2017-05-22",4,4,264438,16,10
1433,"2017-05-23",5,3,1610973,13,3
1434,"2017-05-24",1,3,572984,1,7
1435,"2017-05-24",4,2,548000,17,3
1436,"2017-05-24",5,1,1428350,18,8
1437,"2017-05-24",5,4,1435239,21,6
1438,"2017-05-25",1,1,1001376,20,3
1439,"2017-05-25",5,2,1306664,40,10
1440,"2017-05-25",1,2,1504755,44,9
1441,"2017-05-26",5,3,2116251,3,10
1442,"2017-05-26",5,4,1496320,5,8
1443,"2017-05-26",4,3,672257,2,4
1444,"2017-05-26",6,1,958392,12,2
1445,"2017-05-26",6,4,585812,1,5
1446,"2017-05-27",1,3,470988,29,1
1447,"2017-05-28",3,4,567072,29,3
1448,"2017-05-28",3,1,1579012,3,5
1449,"2017-05-29",6,2,706690,41,3
1450,"2017-05-29",4,4,499698,41,10
1451,"2017-05-30",4,4,1779435,2,7
1452,"2017-05-31",5,2,455000,19,2
1453,"2017-06-01",4,1,1687836,1,8
1454,"2017-06-01",6,3,1605374,11,1
1455,"2017-06-01",4,3,1047774,17,10
1456,"2017-06-02",3,3,2190752,45,6
1457,"2017-06-02",3,1,496806,29,2
1458,"2017-06-02",1,2,1691085,18,9
1459,"2017-06-02",5,2,456532,7,10
1460,"2017-06-03",3,2,1039452,1,10
1461,"2017-06-03",2,2,563085,21,4
1462,"2017-06-03",6,1,471440,44,6
1463,"2017-06-04",1,3,1591584,34,6
1464,"2017-06-04",4,2,1393157,3,3
1465,"2017-06-05",6,3,525454,38,7
1466,"2017-06-05",4,4,802428,47,6
1467,"2017-06-06",4,1,2333097,2,9
1468,"2017-06-06",3,3,1297686,37,4
1469,"2017-06-06",4,1,419256,44,1
1470,"2017-06-06",5,3,2690954,24,3
1471,"2017-06-06",4,3,485013,45,10
1472,"2017-06-07",1,1,1250952,21,2
1473,"2017-06-07",6,4,1955340,2,3
1474,"2017-06-08",4,3,2549313,14,6
1475,"2017-06-08",4,3,216187,32,2
1476,"2017-06-08",1,1,2172232,39,8
1477,"2017-06-09",1,2,364270,37,8
1478,"2017-06-09",4,3,1504301,14,2
1479,"2017-06-10",5,3,417231,16,5
1480,"2017-06-10",3,4,1053628,32,8
1481,"2017-06-10",2,3,1344933,32,3
1482,"2017-06-10",4,4,868367,2,6
1483,"2017-06-10",3,4,368384,19,2
1484,"2017-06-10",1,4,2677590,25,6
1485,"2017-06-11",3,4,1484028,2,5
1486,"2017-06-12",2,2,1121906,17,7
1487,"2017-06-12",4,1,537915,40,7
1488,"2017-06-12",4,4,704476,12,6
1489,"2017-06-12",4,1,1323792,13,10
1490,"2017-06-13",1,4,691712,27,3
1491,"2017-06-13",3,2,1241034,45,6
1492,"2017-06-13",6,3,1405305,8,2
1493,"2017-06-13",5,3,1001750,36,6
1494,"2017-06-14",4,3,1471320,19,10
1495,"2017-06-14",4,2,1590010,15,1
1496,"2017-06-15",4,1,2520904,21,5
1497,"2017-06-15",6,3,880075,37,9
1498,"2017-06-15",4,2,256630,34,4
1499,"2017-06-16",5,4,1084300,44,1
1500,"2017-06-17",5,1,595750,17,6
1501,"2017-06-18",4,1,317044,33,2
1502,"2017-06-18",5,2,1175160,27,8
1503,"2017-06-18",5,1,977011,46,3
1504,"2017-06-18",5,2,778430,34,3
1505,"2017-06-19",4,3,220148,5,10
1506,"2017-06-19",4,2,2512640,12,7
1507,"2017-06-19",1,3,716260,21,8
1508,"2017-06-19",4,2,2594780,30,5
1509,"2017-06-19",6,2,2180628,42,6
1510,"2017-06-19",1,3,763329,13,9
1511,"2017-06-20",6,1,1587063,43,8
1512,"2017-06-20",4,2,2419209,16,7
1513,"2017-06-21",6,1,987040,3,7
1514,"2017-06-21",4,2,781000,17,8
1515,"2017-06-23",6,1,1689000,44,3
1516,"2017-06-24",5,1,805714,1,9
1517,"2017-06-25",4,2,1217501,42,10
1518,"2017-06-25",2,2,1456999,34,1
1519,"2017-06-25",6,1,659858,33,1
1520,"2017-06-25",2,1,999950,42,3
1521,"2017-06-26",4,4,399143,4,7
1522,"2017-06-26",4,4,306120,13,7
1523,"2017-06-26",2,1,1454232,1,2
1524,"2017-06-26",6,3,880380,20,2
1525,"2017-06-27",2,3,2283372,39,5
1526,"2017-06-27",3,2,586908,30,1
1527,"2017-06-27",1,3,400600,19,3
1528,"2017-06-27",3,2,1132608,6,9
1529,"2017-06-27",3,2,1257075,3,8
1530,"2017-06-27",6,3,480240,11,6
1531,"2017-06-28",2,1,2325766,31,10
1532,"2017-06-28",6,2,1542580,29,8
1533,"2017-06-28",2,2,540452,4,10
1534,"2017-06-29",2,4,1742293,28,5
1535,"2017-07-01",4,3,456756,21,3
1536,"2017-07-01",1,2,361759,14,2
1537,"2017-07-01",6,4,1035826,39,6
1538,"2017-07-01",5,2,1405852,27,7
1539,"2017-07-01",3,3,850368,44,1
1540,"2017-07-02",4,3,2223919,28,2
1541,"2017-07-03",2,1,1045816,33,10
1542,"2017-07-03",5,3,2401083,2,7
1543,"2017-07-03",3,2,381494,45,5
1544,"2017-07-03",1,1,1573493,38,3
1545,"2017-07-03",3,1,866008,9,3
1546,"2017-07-04",6,2,1294110,14,7
1547,"2017-07-04",6,4,1258534,5,6
1548,"2017-07-05",4,4,330885,44,4
1549,"2017-07-05",3,3,519259,3,1
1550,"2017-07-06",6,4,804144,49,6
1551,"2017-07-06",4,2,944385,25,10
1552,"2017-07-07",1,4,436428,32,2
1553,"2017-07-08",6,4,859040,44,1
1554,"2017-07-08",4,4,618786,5,1
1555,"2017-07-09",4,4,708840,33,3
1556,"2017-07-09",6,3,1388238,21,8
1557,"2017-07-09",2,4,1582845,13,4
1558,"2017-07-10",4,3,830648,40,5
1559,"2017-07-10",6,2,824688,5,7
1560,"2017-07-11",4,2,1074921,44,10
1561,"2017-07-12",4,4,1823406,49,6
1562,"2017-07-12",2,2,583638,22,1
1563,"2017-07-12",4,2,1881810,16,9
1564,"2017-07-12",1,1,1983840,13,5
1565,"2017-07-13",6,3,533840,35,4
1566,"2017-07-13",6,1,706440,11,9
1567,"2017-07-13",3,3,2057496,2,3
1568,"2017-07-14",6,1,2005080,20,9
1569,"2017-07-14",3,3,2202837,1,7
1570,"2017-07-14",1,4,347931,41,2
1571,"2017-07-15",4,4,583692,22,2
1572,"2017-07-15",2,4,1716300,35,10
1573,"2017-07-15",2,4,1271388,30,2
1574,"2017-07-15",6,4,1699719,36,3
1575,"2017-07-16",5,4,1620575,29,1
1576,"2017-07-17",6,1,2207286,47,10
1577,"2017-07-17",6,3,1186560,35,6
1578,"2017-07-17",2,2,1723040,33,5
1579,"2017-07-17",4,3,1207101,3,8
1580,"2017-07-18",6,3,786830,16,7
1581,"2017-07-18",4,3,2224917,20,4
1582,"2017-07-18",1,1,2463021,19,8
1583,"2017-07-19",4,2,1832100,46,10
1584,"2017-07-19",5,2,916418,47,7
1585,"2017-07-19",4,2,1026774,43,7
1586,"2017-07-19",5,3,1447434,28,5
1587,"2017-07-20",1,1,478639,39,5
1588,"2017-07-20",2,2,2170945,19,3
1589,"2017-07-20",4,1,1607487,35,8
1590,"2017-07-20",4,1,682168,25,8
1591,"2017-07-21",1,3,1627920,49,1
1592,"2017-07-21",1,4,1107864,45,4
1593,"2017-07-21",4,3,562947,28,2
1594,"2017-07-22",2,2,568880,5,10
1595,"2017-07-22",1,1,645408,46,9
1596,"2017-07-22",4,4,2133120,43,10
1597,"2017-07-23",1,1,1656064,45,3
1598,"2017-07-23",5,2,1606206,10,7
1599,"2017-07-23",4,2,1311730,43,2
1600,"2017-07-24",3,1,764370,10,2
1601,"2017-07-25",5,1,1309544,28,6
1602,"2017-07-25",2,3,756355,28,2
1603,"2017-07-25",6,4,687720,23,10
1604,"2017-07-26",4,3,807048,44,9
1605,"2017-07-27",4,4,1301560,21,7
1606,"2017-07-28",6,4,1951328,45,6
1607,"2017-07-28",1,1,437674,10,8
1608,"2017-07-29",3,4,740731,37,4
1609,"2017-07-29",2,1,563255,40,4
1610,"2017-07-29",6,1,2292465,8,1
1611,"2017-07-30",4,3,692037,49,3
1612,"2017-07-31",3,1,2110900,47,1
1613,"2017-07-31",5,2,690396,15,5
1614,"2017-07-31",4,3,960032,28,7
1615,"2017-07-31",3,2,399488,7,9
1616,"2017-07-31",3,1,757260,19,6
1617,"2017-07-31",6,1,685592,43,7
1618,"2017-08-01",2,3,990360,44,9
1619,"2017-08-01",4,2,1477410,34,6
1620,"2017-08-01",1,2,375592,47,2
1621,"2017-08-01",4,2,1658800,5,1
1622,"2017-08-01",5,3,1782683,26,1
1623,"2017-08-01",5,4,286747,5,3
1624,"2017-08-01",3,3,281548,42,1
1625,"2017-08-02",3,1,328646,5,6
1626,"2017-08-02",2,4,1209216,5,6
1627,"2017-08-03",1,4,1202705,10,8
1628,"2017-08-03",1,2,2440449,27,6
1629,"2017-08-03",1,1,942579,42,8
1630,"2017-08-03",4,3,349623,10,3
1631,"2017-08-04",2,4,1900200,41,6
1632,"2017-08-04",3,3,404352,14,10
1633,"2017-08-04",4,1,1522977,23,9
1634,"2017-08-04",5,2,739864,44,2
1635,"2017-08-05",6,4,1669250,4,8
1636,"2017-08-05",4,2,1448384,17,6
1637,"2017-08-05",1,4,829808,7,4
1638,"2017-08-05",6,2,1156808,45,3
1639,"2017-08-06",1,1,2155200,28,6
1640,"2017-08-06",1,3,1297134,36,1
1641,"2017-08-06",3,1,552513,14,8
1642,"2017-08-07",5,1,2667816,24,10
1643,"2017-08-07",6,3,1246050,18,5
1644,"2017-08-07",2,4,2384954,12,2
1645,"2017-08-07",4,2,958132,38,2
1646,"2017-08-08",1,2,1147608,17,9
1647,"2017-08-09",2,3,2888325,24,8
1648,"2017-08-09",4,3,545986,32,5
1649,"2017-08-11",2,4,906780,46,5
1650,"2017-08-11",4,3,293037,47,6
1651,"2017-08-11",1,1,592823,6,2
1652,"2017-08-12",4,2,601398,4,4
1653,"2017-08-12",6,1,761928,33,1
1654,"2017-08-12",3,1,804327,18,9
1655,"2017-08-12",2,4,375232,42,3
1656,"2017-08-12",3,1,411669,33,1
1657,"2017-08-13",4,4,358670,28,9
1658,"2017-08-13",1,4,1643256,36,1
1659,"2017-08-13",4,4,1069640,30,8
1660,"2017-08-13",4,1,1926868,13,5
1661,"2017-08-14",3,4,509356,4,10
1662,"2017-08-14",6,1,1423007,9,1
1663,"2017-08-15",1,4,986048,18,10
1664,"2017-08-16",3,2,2233120,6,4
1665,"2017-08-16",5,1,2275994,23,8
1666,"2017-08-16",3,1,442635,12,10
1667,"2017-08-19",2,4,843106,43,1
1668,"2017-08-19",3,1,872204,15,6
1669,"2017-08-20",3,2,1933372,18,3
1670,"2017-08-20",2,3,1499889,38,1
1671,"2017-08-21",5,3,1707224,42,3
1672,"2017-08-22",3,2,1789214,8,7
1673,"2017-08-23",5,1,1509710,42,9
1674,"2017-08-23",4,2,2290046,17,2
1675,"2017-08-23",6,3,2045304,19,2
1676,"2017-08-24",3,3,2181353,27,2
1677,"2017-08-24",5,1,2625600,3,7
1678,"2017-08-24",3,1,474864,38,6
1679,"2017-08-24",3,4,663845,16,5
1680,"2017-08-24",6,1,615440,33,7
1681,"2017-08-25",4,2,1459192,29,4
1682,"2017-08-25",4,2,1441070,26,4
1683,"2017-08-25",4,3,552773,11,10
1684,"2017-08-25",5,2,1932448,43,2
1685,"2017-08-25",6,4,1191260,5,7
1686,"2017-08-25",6,1,765815,49,2
1687,"2017-08-26",1,2,700854,41,7
1688,"2017-08-26",6,1,1923516,47,7
1689,"2017-08-26",6,2,581580,45,10
1690,"2017-08-27",1,2,681884,26,2
1691,"2017-08-27",4,3,785628,5,1
1692,"2017-08-27",2,1,391950,4,8
1693,"2017-08-27",4,1,2171327,15,8
1694,"2017-08-28",2,2,1826825,16,5
1695,"2017-08-28",4,2,1234048,4,5
1696,"2017-08-28",5,4,1473982,42,5
1697,"2017-08-29",5,2,1143412,3,4
1698,"2017-08-30",5,4,1333593,45,4
1699,"2017-08-31",5,4,1558430,42,7
1700,"2017-08-31",1,4,1150128,40,4
1701,"2017-08-31",6,4,1517285,17,7
1702,"2017-09-01",5,1,840312,34,6
1703,"2017-09-03",5,1,2171520,1,1
1704,"2017-09-03",5,4,827057,7,9
1705,"2017-09-03",2,3,1429020,29,3
1706,"2017-09-03",5,3,2026404,9,2
1707,"2017-09-04",6,3,938916,18,10
1708,"2017-09-04",4,3,1762180,45,6
1709,"2017-09-04",1,4,842683,35,9
1710,"2017-09-04",2,4,2074000,41,10
1711,"2017-09-05",2,4,1424436,13,9
1712,"2017-09-05",1,1,907580,28,1
1713,"2017-09-06",6,2,1333434,49,5
1714,"2017-09-06",4,4,617652,26,10
1715,"2017-09-06",5,3,526800,17,9
1716,"2017-09-06",3,3,1031305,26,10
1717,"2017-09-06",1,3,824517,25,3
1718,"2017-09-06",2,4,1911424,2,3
1719,"2017-09-07",5,1,747659,6,6
1720,"2017-09-07",2,4,1668526,40,6
1721,"2017-09-07",3,1,994750,46,2
1722,"2017-09-07",6,3,2478000,5,1
1723,"2017-09-07",3,1,1201462,46,7
1724,"2017-09-07",1,3,1798470,15,1
1725,"2017-09-08",2,4,943805,12,8
1726,"2017-09-08",3,1,1931658,33,5
1727,"2017-09-08",5,3,2028164,2,2
1728,"2017-09-08",6,3,1602720,18,6
1729,"2017-09-08",4,3,1230990,11,8
1730,"2017-09-09",3,3,1490114,47,2
1731,"2017-09-09",1,3,2143922,26,6
1732,"2017-09-09",3,4,415866,21,6
1733,"2017-09-10",5,4,864080,18,9
1734,"2017-09-10",3,4,974956,24,1
1735,"2017-09-11",1,2,1430352,47,7
1736,"2017-09-11",5,3,1043856,43,2
1737,"2017-09-11",6,4,707914,47,4
1738,"2017-09-11",4,3,948600,42,7
1739,"2017-09-13",2,2,838292,23,2
1740,"2017-09-13",2,3,598705,32,1
1741,"2017-09-13",3,3,441373,39,1
1742,"2017-09-14",1,2,428190,49,3
1743,"2017-09-14",4,2,2630336,34,3
1744,"2017-09-14",6,3,425646,30,2
1745,"2017-09-14",4,3,641520,11,9
1746,"2017-09-16",1,4,1540140,8,5
1747,"2017-09-17",6,2,2183760,23,9
1748,"2017-09-18",6,4,656676,17,4
1749,"2017-09-18",6,3,873546,45,10
1750,"2017-09-18",2,2,474084,37,8
1751,"2017-09-18",1,2,1758786,2,1
1752,"2017-09-18",6,3,803300,37,1
1753,"2017-09-18",4,3,1129980,24,9
1754,"2017-09-18",6,1,433235,31,2
1755,"2017-09-19",4,4,1305304,44,6
1756,"2017-09-21",3,1,613275,19,2
1757,"2017-09-21",4,3,878424,45,6
1758,"2017-09-21",1,1,403401,19,7
1759,"2017-09-22",4,3,2133472,38,5
1760,"2017-09-22",2,4,683844,13,10
1761,"2017-09-23",6,1,1689316,49,2
1762,"2017-09-23",4,2,1514057,9,7
1763,"2017-09-24",2,2,678132,27,6
1764,"2017-09-24",6,4,911064,45,9
1765,"2017-09-26",5,4,490897,39,1
1766,"2017-09-26",3,4,2299374,1,3
1767,"2017-09-26",1,1,764240,27,5
1768,"2017-09-27",4,4,409378,2,5
1769,"2017-09-28",3,3,549668,33,4
1770,"2017-09-28",6,4,878712,4,2
1771,"2017-09-28",2,3,1779825,26,6
1772,"2017-09-28",5,1,644688,46,4
1773,"2017-09-28",4,4,850476,9,3
1774,"2017-09-28",4,1,1033515,35,3
1775,"2017-09-28",2,2,446313,23,4
1776,"2017-09-28",1,3,2215117,16,9
1777,"2017-09-29",2,2,1512738,37,8
1778,"2017-09-29",2,4,1929228,31,9
1779,"2017-09-29",4,4,613496,45,10
1780,"2017-09-29",4,4,979560,28,3
1781,"2017-09-29",7,4,264385,1,6
1782,"2017-09-29",4,4,1146552,47,3
1783,"2017-09-30",6,1,1506300,45,8
1784,"2017-09-30",1,2,809115,20,9
1785,"2017-09-30",3,3,257725,7,8
1786,"2017-09-30",4,1,359406,20,1
1787,"2017-09-30",1,3,2669472,27,4
1788,"2017-09-30",1,2,658835,34,1
1789,"2017-10-01",3,2,749275,9,4
1790,"2017-10-01",2,2,2184364,30,5
1791,"2017-10-01",3,2,1747392,2,9
1792,"2017-10-02",2,4,804540,30,6
1793,"2017-10-02",4,4,1753052,25,8
1794,"2017-10-02",2,2,970314,4,4
1795,"2017-10-02",3,4,1420160,27,4
1796,"2017-10-03",4,2,1811680,32,7
1797,"2017-10-03",4,1,882420,12,4
1798,"2017-10-03",2,4,1522998,47,5
1799,"2017-10-03",3,1,2249576,6,2
1800,"2017-10-03",5,1,1319520,31,7
1801,"2017-10-03",6,3,1204722,36,1
1802,"2017-10-04",3,4,909606,34,10
1803,"2017-10-04",4,1,2378453,44,10
1804,"2017-10-04",4,4,857936,36,9
1805,"2017-10-04",4,4,1963104,25,2
1806,"2017-10-05",5,3,1133352,45,7
1807,"2017-10-06",2,2,1244056,11,9
1808,"2017-10-06",2,1,735945,17,8
1809,"2017-10-08",2,2,1382707,35,3
1810,"2017-10-08",5,4,480384,47,8
1811,"2017-10-09",3,1,1473180,27,8
1812,"2017-10-09",3,4,945624,29,1
1813,"2017-10-09",2,2,2010312,23,2
1814,"2017-10-09",2,4,346192,3,7
1815,"2017-10-09",2,2,686232,46,2
1816,"2017-10-09",5,3,1050000,31,6
1817,"2017-10-10",5,2,368676,34,2
1818,"2017-10-10",2,1,2063460,30,6
1819,"2017-10-10",4,1,1605730,1,1
1820,"2017-10-11",5,1,497272,16,4
1821,"2017-10-11",4,2,1556226,33,9
1822,"2017-10-12",4,2,437640,32,6
1823,"2017-10-12",1,4,2334123,12,6
1824,"2017-10-12",2,1,2136184,25,2
1825,"2017-10-12",6,2,2390750,39,1
1826,"2017-10-13",4,4,994536,33,2
1827,"2017-10-13",3,2,1169860,9,1
1828,"2017-10-13",2,4,1687604,3,2
1829,"2017-10-14",5,1,724563,45,6
1830,"2017-10-14",3,1,1867692,29,6
1831,"2017-10-14",3,3,991224,46,1
1832,"2017-10-15",6,1,1284568,23,8
1833,"2017-10-15",6,1,388583,20,2
1834,"2017-10-15",4,2,1182053,31,4
1835,"2017-10-16",3,3,511840,49,3
1836,"2017-10-17",1,4,745864,43,2
1837,"2017-10-17",1,1,237176,44,1
1838,"2017-10-17",4,3,1642664,41,5
1839,"2017-10-18",4,2,2475510,12,7
1840,"2017-10-19",4,4,1544496,43,2
1841,"2017-10-19",2,3,452417,2,1
1842,"2017-10-19",5,1,2299208,26,10
1843,"2017-10-19",5,3,955500,9,9
1844,"2017-10-20",1,3,658157,6,1
1845,"2017-10-22",4,3,938836,10,8
1846,"2017-10-23",2,1,1597360,12,4
1847,"2017-10-24",3,3,1499134,35,6
1848,"2017-10-24",3,2,1327606,5,2
1849,"2017-10-25",4,2,781120,49,10
1850,"2017-10-25",1,4,991900,36,6
1851,"2017-10-25",1,3,957582,21,9
1852,"2017-10-25",6,2,1421060,38,9
1853,"2017-10-25",5,4,1422624,37,10
1854,"2017-10-25",4,4,1878954,38,6
1855,"2017-10-26",4,2,1263040,45,6
1856,"2017-10-26",4,2,2467960,6,10
1857,"2017-10-27",2,1,2394204,34,7
1858,"2017-10-27",1,1,536733,5,6
1859,"2017-10-28",4,2,1883088,39,10
1860,"2017-10-29",3,2,2083779,45,9
1861,"2017-10-30",4,1,1944840,3,10
1862,"2017-10-30",1,4,2221329,5,5
1863,"2017-10-30",4,3,417872,22,8
1864,"2017-10-30",3,2,304113,41,7
1865,"2017-10-31",4,1,299407,17,8
1866,"2017-10-31",4,1,540890,34,6
1867,"2017-10-31",1,3,514596,14,10
1868,"2017-11-01",4,2,667299,12,5
1869,"2017-11-01",6,2,1074332,40,3
1870,"2017-11-01",4,2,1895293,42,3
1871,"2017-11-02",3,2,523481,16,5
1872,"2017-11-02",5,2,1644747,30,6
1873,"2017-11-02",1,3,1162172,18,6
1874,"2017-11-04",6,1,706560,1,9
1875,"2017-11-04",3,1,589155,41,3
1876,"2017-11-05",2,1,1370998,34,7
1877,"2017-11-05",3,3,1093887,45,9
1878,"2017-11-05",2,2,974610,35,3
1879,"2017-11-05",6,3,265913,43,2
1880,"2017-11-05",3,2,912798,4,9
1881,"2017-11-06",6,3,1174203,3,7
1882,"2017-11-06",4,1,1713990,3,1
1883,"2017-11-06",1,2,1508988,27,7
1884,"2017-11-07",2,4,2216214,9,7
1885,"2017-11-09",4,3,1300500,35,5
1886,"2017-11-09",3,2,2333058,41,6
1887,"2017-11-10",1,4,692484,12,4
1888,"2017-11-10",4,3,392972,24,3
1889,"2017-11-10",6,1,341584,44,4
1890,"2017-11-10",3,3,2070750,26,4
1891,"2017-11-10",2,4,499735,15,4
1892,"2017-11-10",5,3,1380764,19,10
1893,"2017-11-10",3,4,526680,1,7
1894,"2017-11-11",1,2,426880,4,6
1895,"2017-11-11",4,1,1720320,49,5
1896,"2017-11-11",3,1,804683,26,4
